id,Geographic Area Name,Total:,Below poverty level:,Percent below poverty level:,Total:AGE:Under 18 years,Below poverty level:AGE:Under 18 years,Percent below poverty level:AGE:Under 18 years,Total:AGE:Under 18 years!!Under 5 years,Below poverty level:AGE:Under 18 years!!Under 5 years,Percent below poverty level:AGE:Under 18 years!!Under 5 years,Total:AGE:Under 18 years!!5 to 17 years,Below poverty level:AGE:Under 18 years!!5 to 17 years,Percent below poverty level:AGE:Under 18 years!!5 to 17 years,Total:AGE:Under 18 years!!Related children of householder under 18 years,Below poverty level:AGE:Under 18 years!!Related children of householder under 18 years,Percent below poverty level:AGE:Under 18 years!!Related children of householder under 18 years,Total:AGE:18 to 64 years,Below poverty level:AGE:18 to 64 years,Percent below poverty level:AGE:18 to 64 years,Total:AGE:18 to 64 years!!18 to 34 years,Below poverty level:AGE:18 to 64 years!!18 to 34 years,Percent below poverty level:AGE:18 to 64 years!!18 to 34 years,Total:AGE:18 to 64 years!!35 to 64 years,Below poverty level:AGE:18 to 64 years!!35 to 64 years,Percent below poverty level:AGE:18 to 64 years!!35 to 64 years,Total:AGE:60 years and over,Below poverty level:AGE:60 years and over,Percent below poverty level:AGE:60 years and over,Total:AGE:65 years and over,Below poverty level:AGE:65 years and over,Percent below poverty level:AGE:65 years and over,Total:SEX:Male,Below poverty level:SEX:Male,Percent below poverty level:SEX:Male,Total:SEX:Female,Below poverty level:SEX:Female,Percent below poverty level:SEX:Female,Total:RACE AND HISPANIC OR LATINO ORIGIN:White alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:White alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:White alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:Black or African American alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Black or African American alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Black or African American alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:American Indian and Alaska Native alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:American Indian and Alaska Native alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:American Indian and Alaska Native alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:Asian alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Asian alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Asian alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:Native Hawaiian and Other Pacific Islander alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Native Hawaiian and Other Pacific Islander alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Native Hawaiian and Other Pacific Islander alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:Some other race alone,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Some other race alone,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Some other race alone,Total:RACE AND HISPANIC OR LATINO ORIGIN:Two or more races,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Two or more races,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Two or more races,Total:RACE AND HISPANIC OR LATINO ORIGIN:Hispanic or Latino origin (of any race),Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Hispanic or Latino origin (of any race),Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:Hispanic or Latino origin (of any race),Total:RACE AND HISPANIC OR LATINO ORIGIN:White alone: not Hispanic or Latino,Below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:White alone: not Hispanic or Latino,Percent below poverty level:RACE AND HISPANIC OR LATINO ORIGIN:White alone: not Hispanic or Latino,Total:EDUCATIONAL ATTAINMENT:Population 25 years and over,Below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over,Percent below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over,Total:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Less than high school graduate,Below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Less than high school graduate,Percent below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Less than high school graduate,Total:EDUCATIONAL ATTAINMENT:Population 25 years and over!!High school graduate (includes equivalency),Below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!High school graduate (includes equivalency),Percent below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!High school graduate (includes equivalency),Total:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Some college: associate's degree,Below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Some college: associate's degree,Percent below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Some college: associate's degree,Total:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Bachelor's degree or higher,Below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Bachelor's degree or higher,Percent below poverty level:EDUCATIONAL ATTAINMENT:Population 25 years and over!!Bachelor's degree or higher,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Male,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Male,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Male,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Female,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Female,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Employed!!Female,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Male,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Male,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Male,Total:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Female,Below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Female,Percent below poverty level:EMPLOYMENT STATUS:Civilian labor force 16 years and over!!Unemployed!!Female,Total:WORK EXPERIENCE:Population 16 years and over,Below poverty level:WORK EXPERIENCE:Population 16 years and over,Percent below poverty level:WORK EXPERIENCE:Population 16 years and over,Total:WORK EXPERIENCE:Population 16 years and over!!Worked full-time: year-round in the past 12 months,Below poverty level:WORK EXPERIENCE:Population 16 years and over!!Worked full-time: year-round in the past 12 months,Percent below poverty level:WORK EXPERIENCE:Population 16 years and over!!Worked full-time: year-round in the past 12 months,Total:WORK EXPERIENCE:Population 16 years and over!!Worked part-time or part-year in the past 12 months,Below poverty level:WORK EXPERIENCE:Population 16 years and over!!Worked part-time or part-year in the past 12 months,Percent below poverty level:WORK EXPERIENCE:Population 16 years and over!!Worked part-time or part-year in the past 12 months,Total:WORK EXPERIENCE:Population 16 years and over!!Did not work,Below poverty level:WORK EXPERIENCE:Population 16 years and over!!Did not work,Percent below poverty level:WORK EXPERIENCE:Population 16 years and over!!Did not work,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:50 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:50 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:50 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:125 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:125 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:125 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:150 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:150 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:150 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:185 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:185 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:185 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:200 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:200 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:200 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:300 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:300 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:300 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:400 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:400 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:400 percent of poverty level,Total:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:500 percent of poverty level,Below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:500 percent of poverty level,Percent below poverty level:ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS:500 percent of poverty level
0400000US02,Alaska,720869,78620,10.9,180258,25327,14.1,51329,8384,16.3,128929,16943,13.1,179037,24235,13.5,454213,47464,10.4,176700,22444,12.7,277513,25020,9.0,132192,9992,7.6,86398,5829,6.7,370771,38912,10.5,350098,39708,11.3,464926,34474,7.4,23967,2719,11.3,107926,24632,22.8,46023,6567,14.3,7846,2267,28.9,9732,733,7.5,60449,7228,12.0,51952,4820,9.3,434277,32089,7.4,478760,43873,9.2,31656,6777,21.4,133759,19063,14.3,167511,13485,8.1,145834,4548,3.1,370092,25814,7.0,344700,17775,5.2,182981,8312,4.5,161719,9463,5.9,25392,8039,31.7,16131,5279,32.7,9261,2760,29.8,559276,55473,9.9,243287,4545,1.9,158463,21941,13.8,157526,28987,18.4,37710,(X),(X),100355,(X),(X),126748,(X),(X),167488,(X),(X),181502,(X),(X),296900,(X),(X),393946,(X),(X),480098,(X),(X)
0400000US23,Maine,1301941,151541,11.6,240662,34878,14.5,61960,9594,15.5,178702,25284,14.1,238546,32908,13.8,793679,92402,11.6,248843,37100,14.9,544836,55302,10.2,375495,36400,9.7,267600,24261,9.1,635636,65931,10.4,666305,85610,12.8,1229684,138045,11.2,17514,3531,20.2,8192,2865,35.0,14583,861,5.9,N,N,N,N,N,N,28350,5198,18.3,20688,5389,26.0,1214331,133986,11.0,970661,100307,10.3,66093,16457,24.9,302809,39471,13.0,293014,28389,9.7,308745,15990,5.2,696053,42881,6.2,671844,36406,5.4,341628,15286,4.5,330216,21120,6.4,24209,6475,26.7,15076,3326,22.1,9133,3149,34.5,1090758,120880,11.1,463457,8397,1.8,273525,39962,14.6,353776,72521,20.5,60264,(X),(X),204217,(X),(X),255666,(X),(X),344229,(X),(X),378642,(X),(X),604470,(X),(X),798827,(X),(X),954763,(X),(X)
0400000US37,North Carolina,10100431,1417873,14.0,2257634,455971,20.2,586457,127425,21.7,1671177,328546,19.7,2243200,441949,19.7,6193752,818929,13.2,2202687,375916,17.1,3991065,443013,11.1,2308346,216846,9.4,1649045,142973,8.7,4879385,620621,12.7,5221046,797252,15.3,6929735,768658,11.1,2135818,450218,21.1,116428,23451,20.1,300144,38272,12.8,9395,2562,27.3,322110,78832,24.5,286801,55880,19.5,972095,240781,24.8,6352932,621514,9.8,6998606,775441,11.1,805993,213336,26.5,1764365,255426,14.5,2169870,214058,9.9,2258378,92621,4.1,5097110,412021,8.1,4846771,333574,6.9,2502264,143882,5.8,2344507,189692,8.1,250339,78447,31.3,123129,34381,27.9,127210,44066,34.6,8106959,1007464,12.4,3547035,106772,3.0,1781526,316070,17.7,2778398,584622,21.0,622599,(X),(X),1900667,(X),(X),2367982,(X),(X),3077150,(X),(X),3396151,(X),(X),5151267,(X),(X),6549114,(X),(X),7602253,(X),(X)
0400000US29,Missouri,5943658,786330,13.2,1347491,247209,18.3,362024,72100,19.9,985467,175109,17.8,1339557,239604,17.9,3598015,457081,12.7,1302511,217438,16.7,2295504,239643,10.4,1406502,127003,9.0,998152,82040,8.2,2896346,351037,12.1,3047312,435293,14.3,4896803,553162,11.3,672581,173133,25.7,26060,4051,15.5,116993,10545,9.0,7119,834,11.7,54311,11969,22.0,169791,32636,19.2,245258,47960,19.6,4724452,519575,11.0,4094908,425674,10.4,380988,98835,25.9,1224956,160939,13.1,1260026,118970,9.4,1228938,46930,3.8,3033935,221430,7.3,2906624,179629,6.2,1488951,78345,5.3,1417673,101284,7.1,127311,41801,32.8,72847,21896,30.1,54464,19905,36.5,4752220,565767,11.9,2120842,56233,2.7,1064305,183013,17.2,1567073,326521,20.8,335885,(X),(X),1066683,(X),(X),1313229,(X),(X),1701072,(X),(X),1873713,(X),(X),2916185,(X),(X),3823677,(X),(X),4469204,(X),(X)
0400000US42,Pennsylvania,12394000,1517870,12.2,2594554,434736,16.8,687014,121224,17.6,1907540,313512,16.4,2583776,424371,16.4,7545401,895975,11.9,2641701,419293,15.9,4903700,476682,9.7,3140519,277523,8.8,2254045,187159,8.3,6042751,678853,11.2,6351249,839017,13.2,9969777,937874,9.4,1344715,350658,26.1,19905,3415,17.2,439388,58993,13.4,N,N,N,298058,99714,33.5,317404,66593,21.0,941442,247710,26.3,9452620,825522,8.7,8816519,869586,9.9,773110,181932,23.5,3020947,369187,12.2,2174989,203866,9.4,2847473,114601,4.0,6505422,424942,6.5,6190351,334613,5.4,3207616,141884,4.4,2982735,192729,6.5,315071,90329,28.7,174212,44329,25.4,140859,46000,32.7,10103860,1127047,11.2,4447319,90273,2.0,2312196,355223,15.4,3344345,681551,20.4,693015,(X),(X),2012077,(X),(X),2470550,(X),(X),3170324,(X),(X),3492477,(X),(X),5450455,(X),(X),7240999,(X),(X),8637022,(X),(X)
0400000US26,Michigan,9774124,1373349,14.1,2122572,412692,19.4,558505,123515,22.1,1564067,289177,18.5,2112972,403427,19.1,5970889,809606,13.6,2148699,382947,17.8,3822190,426659,11.2,2376819,227146,9.6,1680663,151051,9.0,4800063,617730,12.9,4974061,755619,15.2,7672206,873999,11.4,1327896,363270,27.4,51738,10310,19.9,317025,41453,13.1,N,N,N,117440,22486,19.1,283976,61476,21.6,504554,99815,19.8,7332776,808100,11.0,6775474,755784,11.2,593226,164334,27.7,1926790,282761,14.7,2230873,223924,10.0,2024585,84765,4.2,4936431,407008,8.2,4674793,319291,6.8,2450864,133724,5.5,2223929,185567,8.3,261638,87717,33.5,148005,46407,31.4,113633,41310,36.4,7908445,1000222,12.6,3230088,80512,2.5,1910021,339181,17.8,2768336,580529,21.0,632834,(X),(X),1782688,(X),(X),2184825,(X),(X),2800583,(X),(X),3059063,(X),(X),4695204,(X),(X),6115871,(X),(X),7185495,(X),(X)
0400000US31,Nebraska,1875342,206341,11.0,465564,60110,12.9,129512,20264,15.6,336052,39846,11.9,462773,57486,12.4,1117462,124121,11.1,417429,67251,16.1,700033,56870,8.1,410856,31300,7.6,292316,22110,7.6,932016,92051,9.9,943326,114290,12.1,1622956,154466,9.5,87192,20624,23.7,17743,5003,28.2,44129,5356,12.1,N,N,N,44915,10837,24.1,57186,9963,17.4,207920,41753,20.1,1475587,125766,8.5,1245259,105887,8.5,103777,21670,20.9,316897,36557,11.5,415567,34294,8.3,409018,13366,3.3,1023184,74471,7.3,989166,61609,6.2,520421,27024,5.2,468745,34585,7.4,34018,12862,37.8,18978,6869,36.2,15040,5993,39.8,1460593,152675,10.5,723097,17740,2.5,356050,61168,17.2,381446,73767,19.3,85297,(X),(X),290437,(X),(X),362831,(X),(X),486613,(X),(X),536799,(X),(X),870499,(X),(X),1151469,(X),(X),1380052,(X),(X)
0400000US41,Oregon,4113142,516570,12.6,854971,134383,15.7,225073,38552,17.1,629898,95831,15.2,848373,127785,15.1,2529740,324598,12.8,924466,156622,16.9,1605274,167976,10.5,1003301,90403,9.0,728431,57589,7.9,2032648,234333,11.5,2080494,282237,13.6,3457248,411511,11.9,78424,15758,20.1,46040,10099,21.9,186490,20989,11.3,18253,3951,21.6,135767,25009,18.4,190920,29253,15.3,546290,99169,18.2,3095754,344261,11.1,2918965,305277,10.5,274431,58451,21.3,642648,93606,14.6,1003310,101423,10.1,998576,51797,5.2,2125233,164103,7.7,2020195,133348,6.6,1066451,61512,5.8,953744,71836,7.5,105038,30755,29.3,55734,14463,26.0,49304,16292,33.0,3356975,397104,11.8,1382993,35005,2.5,844458,137721,16.3,1129524,224378,19.9,229916,(X),(X),705051,(X),(X),876163,(X),(X),1114306,(X),(X),1226658,(X),(X),1897660,(X),(X),2481964,(X),(X),2920823,(X),(X)
0400000US56,Wyoming,563374,62301,11.1,130118,17986,13.8,34677,5891,17.0,95441,12095,12.7,129731,17639,13.6,339054,37464,11.0,122239,21354,17.5,216815,16110,7.4,135255,10580,7.8,94202,6851,7.3,283869,25538,9.0,279505,36763,13.2,516148,54006,10.5,N,N,N,14977,3719,24.8,N,N,N,N,N,N,8450,1969,23.3,13520,1317,9.7,56158,11324,20.2,474102,46318,9.8,387155,32551,8.4,25425,5722,22.5,110613,10369,9.4,146226,11719,8.0,104891,4741,4.5,297029,21312,7.2,285894,18078,6.3,154674,7197,4.7,131220,10881,8.3,11135,3234,29.0,6167,1331,21.6,4968,1903,38.3,448572,46342,10.3,206877,5730,2.8,108349,17881,16.5,133346,22731,17.0,28721,(X),(X),82292,(X),(X),102615,(X),(X),138085,(X),(X),151657,(X),(X),258777,(X),(X),338959,(X),(X),410359,(X),(X)
0400000US06,California,38818454,4969326,12.8,8863930,1541067,17.4,2392271,416686,17.4,6471659,1124381,17.4,8825297,1504746,17.1,24382216,2841730,11.7,9412521,1304709,13.9,14969695,1537021,10.3,7851996,830994,10.6,5572308,586529,10.5,19204658,2230015,11.6,19613796,2739311,14.0,23136231,2743041,11.9,2183798,424631,19.4,291058,43780,15.0,5734820,580527,10.1,152405,22154,14.5,5359898,924758,17.3,1960244,230435,11.8,15275431,2522812,16.5,14244413,1287610,9.0,26482989,2772904,10.5,4252245,884052,20.8,5455998,717356,13.1,7635967,731051,9.6,9138779,440445,4.8,19960561,1367802,6.9,18867391,1073579,5.7,10185501,511410,5.0,8681890,562169,6.5,1093170,294223,26.9,577469,148211,25.7,515701,146012,28.3,30946533,3591488,11.6,13124730,328464,2.5,7327587,1015062,13.9,10494216,2247962,21.4,2275195,(X),(X),6665447,(X),(X),8274348,(X),(X),10629810,(X),(X),11628732,(X),(X),17492658,(X),(X),22362486,(X),(X),26002977,(X),(X)
0400000US28,Mississippi,2886448,567645,19.7,695058,192952,27.8,173937,52488,30.2,521121,140464,27.0,693135,191181,27.6,1730365,317656,18.4,632267,145592,23.0,1098098,172064,15.7,650480,88108,13.5,461025,57037,12.4,1385022,239218,17.3,1501426,328427,21.9,1687314,208008,12.3,1089708,334553,30.7,12441,5511,44.3,25273,4498,17.8,N,N,N,27598,5347,19.4,42935,9250,21.5,81592,19779,24.2,1639226,194743,11.9,1925773,299388,15.5,270642,86191,31.8,568876,111281,19.6,630521,79099,12.5,455734,22817,5.0,1318310,143250,10.9,1224058,106404,8.7,627321,38248,6.1,596737,68156,11.4,94252,36846,39.1,45849,14946,32.6,48403,21900,45.2,2271941,393440,17.3,917904,40820,4.4,438827,95764,21.8,915210,256856,28.1,264940,(X),(X),744760,(X),(X),904931,(X),(X),1104261,(X),(X),1194899,(X),(X),1715835,(X),(X),2104912,(X),(X),2375330,(X),(X)
